website,category_1,confidence_1,category_2,confidence_2,error,status
veo.co,Computers & Technology,1,Computers & Technology,0.4468202293,FALSE,200
tamilyogi.to,Arts & Entertainment,1,Arts & Entertainment,0.1149171516,FALSE,200
inkr.com,Arts & Entertainment,0.8709590435,Arts & Entertainment,0.3164779544,FALSE,200
skribblio.online,Gaming,0.7587885857,Gaming,0.7292153835,FALSE,200
freemoviesfull.cc,Arts & Entertainment,1,Arts & Entertainment,0.275942713,FALSE,200
cloudrecess.io,,,,,TRUE,411
venge.io,Gaming,0.8442479372,Gaming,0.8000139594,FALSE,200
esplanade.com,Arts & Entertainment,0.4485428929,Arts & Entertainment,0.347047776,FALSE,200
stjohn.org.sg,Religion & Spirituality,0.8450183868,Sports & Recreation,0.467871666,FALSE,200
solitaired.com,Gaming,0.9286680818,Gaming,0.9146142006,FALSE,200
frontiersin.org,Education/Reference,0.8495605588,Business,0.4236167669,FALSE,200
lady-first.me,Arts & Entertainment,0.6655647159,Arts & Entertainment,0.6214845181,FALSE,200
9hentai.to,Adult,0.9974418283,Arts & Entertainment,0.726218164,FALSE,200
outlook.com,Email and Messaging,0.6266887188,Computers & Technology,0.4213520288,FALSE,200
liveworksheets.com,Education/Reference,0.8993347883,Education/Reference,0.4338864684,FALSE,200
psionline.com,Education/Reference,0.6553480029,Computers & Technology,0.2245173156,FALSE,200
losmovies.ru,,,,,TRUE,411
oskarstalberg.com,,,,,TRUE,411
zhidao.com,,,,,TRUE,410
backrooms-wiki.com,,,,,FALSE,200
rtr.com,Computers & Technology,0.1275208592,,,FALSE,200
247manga.com,Arts & Entertainment,0.9823317528,Computers & Technology,0.6029995084,FALSE,200
games.com,Gaming,0.7913579345,Gaming,0.5233235359,FALSE,200
html5.org,Web-based Applications,0.6113573909,Computers & Technology,0.3421344757,FALSE,200
myreadingmanga.info,Arts & Entertainment,0.9368729591,,,0,200
primosknavish.space,,,,,TRUE,410
omnicalculator.com,Education/Reference,0.934073329,,,FALSE,200
gotaku1.com,Web-based Applications,0.1039819196,,,FALSE,200
home.blog,Arts & Entertainment,0.3014920056,Arts & Entertainment,0.1453220844,FALSE,200
shuyele.com,,,,,TRUE,411
virtualpiano.net,Arts & Entertainment,0.7976033092,Arts & Entertainment,0.5093001127,FALSE,200
watercalculator.org,Arts & Entertainment,0.7832224965,Business,0.5423225164,FALSE,200
gramasvips.website,,,,,TRUE,410
musiclab.com,Arts & Entertainment,0.8591805696,Computers & Technology,0.1948228776,FALSE,200
storyboardthat.com,Computers & Technology,0.4550661445,Arts & Entertainment,0.3833736479,FALSE,200
homestuck.com,Arts & Entertainment,0.7649287581,,,FALSE,200
dramacoool.co,Arts & Entertainment,0.9190660119,Arts & Entertainment,0.5489391088,FALSE,200
nextchessmove.com,Gaming,0.9474769831,Gaming,0.8092238903,FALSE,200
pangzitv.com,,,,,TRUE,411
run-syndicate.com,,,,,TRUE,411
kukuc.co,Arts & Entertainment,0.7033857107,Computers & Technology,0.6327186823,FALSE,200
twaiteserific.digital,,,,,TRUE,410
bangplayer.live,,,,,TRUE,410
aif.so,,,,,TRUE,410
animetake29.stream,,,,,TRUE,410
nerdlegame.com,Gaming,0.4743993282,Arts & Entertainment,0.4565752745,FALSE,200
hotpot.ai,Computers & Technology,1,Computers & Technology,0.4744553268,FALSE,200
sketch.io,Computers & Technology,0.8812468052,Computers & Technology,0.403588891,FALSE,200
visitor.com,,,,,TRUE,411
mpamaritimebus.gov.sg,,,,,TRUE,410
flixerplus.com,Arts & Entertainment,0.6545532942,Arts & Entertainment,0.2245286256,FALSE,200
mrdoob.com,Arts & Entertainment,0.1007449329,,,FALSE,200
delivery.com,Restaurants & Dining,0.289624095,Restaurants & Dining,0.2568703592,FALSE,200
mceducation.com,Education/Reference,0.5411643386,Education/Reference,0.1777910292,FALSE,200
nbcnews.com,News/Media,0.969807148,News/Media,0.2383251339,FALSE,200
socialblade.com,Web-based Applications,0.9171800613,Social Networking,0.4006469846,FALSE,200
topuniversities.com,Education/Reference,0.9846986532,Shopping,0.1129550785,FALSE,200
heyzine.com,Computers & Technology,0.4866058826,Computers & Technology,0.4771541953,FALSE,200
mystudylife.com,Computers & Technology,0.7867956758,Computers & Technology,0.5904939771,FALSE,200
1001games.com,Gaming,0.9546473026,Gaming,0.8583273292,FALSE,200
tvline.me,,,,,TRUE,411
filesusr.com,,,,,TRUE,410
novelfullbook.com,Computers & Technology,0.4844069481,Arts & Entertainment,0.1395378411,0,200
queue.sg,,,,,TRUE,410
nijisanji-store.com,Arts & Entertainment,0.3393852711,Arts & Entertainment,0.3144084811,FALSE,200
record-ragnarok.com,Arts & Entertainment,0.9950117469,Computers & Technology,0.4659611881,FALSE,200
interviolet.me,,,,,TRUE,410
picwish.com,Computers & Technology,1,Computers & Technology,0.5022792816,FALSE,200
education.com,Education/Reference,0.6611379385,Education/Reference,0.370682776,FALSE,200
byambipoman.com,,,,,TRUE,410
canyon.com,Home & Garden,0.1377161741,Sports & Recreation,0.1015819237,FALSE,200
timetreeapp.com,Computers & Technology,0.8055109382,Education/Reference,0.4619875848,FALSE,200
tixcraft.net,,,,,TRUE,410
thelearninglab.com.sg,Education/Reference,0.8446270823,Education/Reference,0.4961581826,FALSE,200
vk.com,Social Networking,0.9052684903,,,FALSE,200
cdn4ads.com,,,,,TRUE,411
lh3.google.com,,,,,TRUE,411
alicdn.com,,,,,TRUE,0
sethh.net,Gaming,0.4643228054,Arts & Entertainment,0.2745279372,FALSE,200
oboletcystin.website,,,,,TRUE,410
batotoo.com,Arts & Entertainment,0.9665730596,,,FALSE,200
gettyimages.com,Arts & Entertainment,0.4325100183,Shopping,0.1835884601,FALSE,200
topspeed.com,Automotive & Transportation,0.466556102,Automotive & Transportation,0.2861842215,FALSE,200
quanticfoundry.com,Advertising/Marketing,0.4454379678,Science,0.3826199174,FALSE,200
bloxflip.com,Gaming,0.4706742167,Gaming,0.3762026727,FALSE,200
community.com,Email and Messaging,0.8742209673,Computers & Technology,0.4239126444,FALSE,200
frdjs-1.co,,,,,TRUE,410
readjujutsukaisen.com,Arts & Entertainment,0.9749217629,Computers & Technology,0.4035157859,FALSE,200
userstyles.org,Community Sites,0.7698106766,Web-based Applications,0.5445507169,FALSE,200
playcanv.as,Gaming,0.3571113348,Computers & Technology,0.2274246216,FALSE,200
2kmtcentral.com,,,,,TRUE,410
dongliuxiaoshuo.com,Computers & Technology,0.9902213812,,,FALSE,200
agar.io,Gaming,0.6952221394,Gaming,0.6329016089,FALSE,200
redfoxscouts.org,,,,,TRUE,411
pdfdrive.com,Computers & Technology,0.6356317997,Computers & Technology,0.2821758389,FALSE,200
lenthbyssi.website,,,,,TRUE,410
2048.gg,Gaming,0.6624756455,Gaming,0.4727212191,FALSE,200
manybooks.net,Computers & Technology,0.9888380766,,,FALSE,200
www1.bid,,,,,TRUE,410
haitu.tv,,,,,TRUE,411
vodien.com,,,,,TRUE,411
hentaihaven.com,Adult,1,,,FALSE,200
kissmanga.in,Arts & Entertainment,0.9882252216,Computers & Technology,0.4354888797,FALSE,200
redbubble.com,Shopping,0.3347933888,Arts & Entertainment,0.1743281484,0,200
stablelife.website,,,,,TRUE,410
javhdhello.com,Adult,1,,,FALSE,200
staticflickr.com,,,,,TRUE,410
wetv.vip,Arts & Entertainment,0.9654847383,Arts & Entertainment,0.6994485259,FALSE,200
friendshipquiz2022.com,Religion & Spirituality,0.7622520328,Social Networking,0.2397307307,FALSE,200
izooto.com,Advertising/Marketing,0.3404549062,Web-based Applications,0.1603609174,FALSE,200
readkomik.com,Arts & Entertainment,0.9735854268,Computers & Technology,0.4131446183,FALSE,200
eatingwell.com,Health & Medicine,0.918155551,Health & Medicine,0.1035290807,FALSE,200
behance.net,,,,,TRUE,411
nivod.tv,Arts & Entertainment,0.7407295704,Arts & Entertainment,0.2295820862,FALSE,200
gamepluto.com,Gaming,0.8419032693,Gaming,0.6672009826,FALSE,200
gayfus.com,Adult,1,,,FALSE,200
medal.tv,Computers & Technology,0.6599129438,Computers & Technology,0.3937382102,FALSE,200
ferrari.com,Automotive & Transportation,0.9518901706,Automotive & Transportation,0.1290626079,FALSE,200
hto.to,Arts & Entertainment,0.9665730596,,,FALSE,200
jubhahsfurzier.digital,,,,,FALSE,200
piped.rocks,,,,,TRUE,410
coltsficary.digital,,,,,TRUE,410
jishonari.com,Education/Reference,0.5594991446,Education/Reference,0.3979975283,FALSE,200
worlds.io,Business,0.6436171532,Computers & Technology,0.3571426272,FALSE,200
secure.com,Computers & Technology,0.5622213483,Computers & Technology,0.1846634001,FALSE,200
animetake26.stream,,,,,TRUE,410
pocamarket.com,Arts & Entertainment,1,Arts & Entertainment,0.4380027652,FALSE,200
alliance4creativity.com,Government & Legal,0.7002934813,Arts & Entertainment,0.3349428177,FALSE,200
mozilla.org,Computers & Technology,0.8245383501,,,FALSE,200
us.com,Web-based Applications,0.7613167763,,,FALSE,200
biblegateway.com,Religion & Spirituality,1,Arts & Entertainment,0.3809008598,FALSE,200
sony.com.sg,Computers & Technology,0.6185959578,News/Media,0.3063965142,FALSE,200
tend-table.com,Computers & Technology,0.6816055775,Computers & Technology,0.5887312889,FALSE,200
cbsnews.com,News/Media,0.9191541672,Arts & Entertainment,0.2880524397,FALSE,200
ningham.com,,,,,TRUE,410
tokuzilla.net,Arts & Entertainment,0.7696145177,Arts & Entertainment,0.6190636754,FALSE,200
dexerto.com,Gaming,0.569696188,Gaming,0.4093788266,FALSE,200
biqugeu.net,,,,,TRUE,411
lyrical-nonsense.com,Arts & Entertainment,0.9849257469,Arts & Entertainment,0.5651140213,FALSE,200
lasalle.edu.sg,Education/Reference,0.8482029438,Arts & Entertainment,0.7524216771,FALSE,200
getpublica.com,Advertising/Marketing,0.2735333443,Computers & Technology,0.2393450439,FALSE,200
nypost.com,News/Media,0.9669634104,,,FALSE,200
pokepast.es,Arts & Entertainment,0.4723620117,Gaming,0.2863505185,FALSE,200
stussy.com,Shopping,0.4673846066,Arts & Entertainment,0.2676866949,FALSE,200
marriage.com,Religion & Spirituality,0.8979235291,Arts & Entertainment,0.2144214064,FALSE,200
page.link,,,,,TRUE,411
ocbc.com,Financial Services,0.9262955189,Financial Services,0.5049170852,FALSE,200
bebras.uk,Sports & Recreation,0.6439113617,Education/Reference,0.5196482539,FALSE,200
fireboynwatergirl.com,Gaming,0.8789107203,Gaming,0.6995431781,FALSE,200
pngtree.com,Community Sites,0.4702900052,Arts & Entertainment,0.3997025192,FALSE,200
moonpreneur.com,Computers & Technology,0.6959728599,Education/Reference,0.1952411532,FALSE,200
yiv.com,Gaming,0.7839591503,Gaming,0.6177918911,FALSE,200
holymanga.net,Arts & Entertainment,0.992819488,Computers & Technology,0.1241229177,FALSE,200
fboxtv.com,Arts & Entertainment,0.8716672063,Arts & Entertainment,0.3923903108,FALSE,200
avantisvideo.com,Advertising/Marketing,0.3030987978,Search Engines & Platforms,0.2271115631,FALSE,200
nozomi.la,Adult,0.1396012604,Social Networking,0.1164222807,FALSE,200
toddernovas.digital,,,,,TRUE,410
moelc.org,Education/Reference,0.8876991272,Health & Medicine,0.7635530829,0,200
mighty-party.com,Gaming,0.5646517873,Gaming,0.5095017552,FALSE,200
intergi.com,,,,,TRUE,410
manhuaus.com,Arts & Entertainment,0.9904069304,Computers & Technology,0.3987635374,FALSE,200
edclub.com,Education/Reference,0.2468129545,Education/Reference,0.2104161829,FALSE,200
epicgames.com,,,,,TRUE,411
miraheze.org,Web-based Applications,0.4373187125,Education/Reference,0.2020002902,FALSE,200
clk.com,,,,,TRUE,410
flocus.com,Computers & Technology,0.4378278255,Computers & Technology,0.2504074275,FALSE,200
fnfgo.com,Gaming,0.6334588528,Gaming,0.6259046793,FALSE,200
jellycat.com,Shopping,0.3165076971,Shopping,0.167130664,FALSE,200
99.co,Real Estate,0.3613919616,Real Estate,0.1715968996,0,200
pettishhansom.digital,,,,,TRUE,410
acer.com,Computers & Technology,0.45254004,Computers & Technology,0.2849900723,FALSE,200
reminders-pa.clients6.google.com,,,,,TRUE,411
oliveyoung.com,Health & Medicine,0.8993297815,Health & Medicine,0.1466624141,FALSE,200
hindustantimes.com,News/Media,1,News/Media,0.1513746381,FALSE,200
crocs.com.sg,Shopping,0.8929553032,,,FALSE,200
newportacademy.com,Health & Medicine,0.70415169,Alcohol,0.5623981357,FALSE,200
kuioo.com,Arts & Entertainment,0.9433492422,Gaming,0.2477211803,FALSE,200
livesports088.com,Arts & Entertainment,0.4686034918,News/Media,0.2739071548,FALSE,200
panda-novel.com,Arts & Entertainment,0.7179217339,Computers & Technology,0.5032940507,FALSE,200
orangerpuris.cfd,,,,,TRUE,410
creately.com,Computers & Technology,0.9087970257,Business,0.3880049288,FALSE,200
recipetineats.com,Restaurants & Dining,0.9171770811,,,FALSE,200
orteil.org,,,,,TRUE,410
lpionline.com,Business,0.3239054382,Business,0.2134631127,FALSE,200
riotgames.com,Computers & Technology,0.8272851706,Computers & Technology,0.4252120852,FALSE,200
cnbc.com,News/Media,0.6921060681,Financial Services,0.4499252439,FALSE,200
thirdspacelearning.com,Education/Reference,0.9221047163,Science,0.6531117558,FALSE,200
larrupsknacked.cfd,,,,,TRUE,410
singpost.com,Automotive & Transportation,0.9150391221,,,FALSE,200
txtme.online,Email and Messaging,0.8685533404,Computers & Technology,0.4242525697,FALSE,200
mangaonepunch.com,Arts & Entertainment,0.9952509403,Computers & Technology,0.2537150979,FALSE,200
canva-apps.com,,,,,TRUE,410
chromewebstore.google.com,Computers & Technology,0.2941210568,Computers & Technology,0.2611119449,FALSE,200
gather.town,Computers & Technology,0.9506879449,Business,0.1397125125,FALSE,200
colab.research.com,,,,,TRUE,411
lunapic.com,Computers & Technology,1,Computers & Technology,0.4233648479,FALSE,200
freeconvert.com,Computers & Technology,0.7822819352,Computers & Technology,0.5549971461,FALSE,200
jaavnacsdw.com,,,,,TRUE,411
ww5.tv,,,,,TRUE,410
goformative.com,Social Networking,0.1505856514,Community Sites,0.1008899584,FALSE,200
next.sg,Shopping,0.8357195258,Shopping,0.4027372301,FALSE,200
queenscans.com,Arts & Entertainment,0.3513938189,,,FALSE,200
arc018.to,Arts & Entertainment,1,Arts & Entertainment,0.3686831295,FALSE,200
snokido.com,Gaming,0.6218535304,Gaming,0.4440404475,FALSE,200
us04web.us,,,,,TRUE,410
colorhunt.co,Arts & Entertainment,0.6620575786,Arts & Entertainment,0.1849960089,FALSE,200
strivemath.com,Computers & Technology,0.8563070297,Computers & Technology,0.8535892963,FALSE,200
clickspeedtest.com,Gaming,0.4102208316,Arts & Entertainment,0.2008471787,FALSE,200
wayofwade.com,Shopping,0.5893257856,Sports & Recreation,0.3458032906,FALSE,200
smu.edu.sg,Education/Reference,0.8651285768,Business,0.5844725966,FALSE,200
d-pdf.com,Computers & Technology,0.8248909116,Freeware/Software,0.188551873,FALSE,200
progameguides.com,Gaming,0.8940525651,Gaming,0.2789684534,FALSE,200
paid.com,Shopping,0.6458040476,Web-based Applications,0.3879005313,FALSE,200
readnoveldaily.net,Computers & Technology,0.6994459629,Arts & Entertainment,0.6492063403,FALSE,200
echalk.co.uk,Education/Reference,0.5617568493,Gaming,0.1790162623,FALSE,200
kingsgroupgames.com,,,,,TRUE,411
bejesustrolly.guru,,,,,TRUE,410
obsev.com,Arts & Entertainment,0.5789968967,News/Media,0.252689451,FALSE,200
weforum.org,Government & Legal,0.8910537958,,,FALSE,200
wa.me,Email and Messaging,0.4782549441,Computers & Technology,0.164634183,FALSE,200
jetstar.com,,,,,TRUE,410
tomb-raider-king.com,,,,,TRUE,411
twinkl.com.sg,Education/Reference,0.3874356151,Education/Reference,0.1432214528,FALSE,200
malaymail.com,News/Media,0.8740469813,Arts & Entertainment,0.1116084903,FALSE,200
yout.com,Arts & Entertainment,0.5192633271,Computers & Technology,0.5120347142,FALSE,200
roblox-super-bomb-survival.com,,,,,TRUE,410
state.gov,Government & Legal,0.9138222933,Government & Legal,0.1500058025,FALSE,200
pvpoke.com,Gaming,0.3275097013,Gaming,0.2925135493,FALSE,200
reslauncher.app,,,,,TRUE,410
eventbrite.sg,Arts & Entertainment,0.6524863243,Arts & Entertainment,0.2162486315,FALSE,200
coursehero.com,Education/Reference,0.6067476273,Education/Reference,0.169099614,0,200
remparleyfaining.icu,,,,,TRUE,411
bloomberg.com,Financial Services,0.2664068043,News/Media,0.2221957594,FALSE,200
nintendo.com,Computers & Technology,0.9577337503,Computers & Technology,0.2319511026,FALSE,200
confirm.top,,,,,TRUE,410
ptugnins.net,,,,,TRUE,410
s.ad.net,,,,,TRUE,410
izsetv.net,,,,,TRUE,410
b.com,,,,,TRUE,410
doodlegames.io,Gaming,0.5973460078,Gaming,0.4778239131,0,200
efootballhub.net,Sports & Recreation,0.7236965895,Sports & Recreation,0.4995658994,FALSE,200
totalsportek.to,Sports & Recreation,0.4044992924,Arts & Entertainment,0.3229648769,FALSE,200
chainsaw-man-manga.online,Arts & Entertainment,0.9945315123,Computers & Technology,0.2736037672,FALSE,200
mybib.com,Arts & Entertainment,0.9454074502,Education/Reference,0.3404237032,FALSE,200
astroid.wtf,,,,,TRUE,410
augsgdom1.com,,,,,TRUE,500
creator.studio,Arts & Entertainment,0.1342655271,,,FALSE,200
hci.edu.sg,Education/Reference,0.9034354687,Education/Reference,0.3224519193,FALSE,200
classroomscreen.com,Education/Reference,0.9017326236,Computers & Technology,0.1113027632,FALSE,200
large-type.com,Computers & Technology,0.6580587029,Computers & Technology,0.2674587071,FALSE,200
express.co.uk,News/Media,0.6522576809,,,FALSE,200
classic.net,,,,,TRUE,411
yumpu.com,Arts & Entertainment,0.5021969676,Business,0.4813565314,FALSE,200
mangabat.com,Arts & Entertainment,0.9888128042,,,FALSE,200
pdfseva.com,,,,,TRUE,410
123rf.com,Shopping,0.7220643759,Arts & Entertainment,0.1633833051,FALSE,200
cornhub.website,Adult,1,Arts & Entertainment,0.2943093181,FALSE,200
fvcwqkkqmuv.com,,,,,TRUE,411
animetake27.stream,,,,,TRUE,410
ihmc.us,Computers & Technology,0.4598352909,Computers & Technology,0.4290712178,FALSE,200
wallpaperaccess.com,Community Sites,0.9524433017,Computers & Technology,0.1383967996,FALSE,200
ximalaya.com,,,,,TRUE,411
dewey-bc6aef8121a480e33dc5f6b89453df70.read.com,,,,,TRUE,410
opera.com,Computers & Technology,0.9323499203,,,FALSE,200
short.io,Computers & Technology,0.7434832454,Web-based Applications,0.2046557665,FALSE,200
console.cloud.google.com,Web-based Applications,0.4474356174,Computers & Technology,0.1307792217,FALSE,200
myheart.org.sg,Health & Medicine,0.9758863449,Health & Medicine,0.6164160967,0,200
lilbutmightyenglish.com,Education/Reference,0.7469950318,Education/Reference,0.5853926539,FALSE,200
monu.delivery,Restaurants & Dining,0.12873514,,,0,200
eaglercraft.ru,,,,,TRUE,410
fiveable.me,Education/Reference,0.8406054974,Education/Reference,0.7496167421,FALSE,200
msf.gov.sg,Government & Legal,0.6448233724,Government & Legal,0.4681818485,FALSE,200
xbox.com,Computers & Technology,0.9776107073,Computers & Technology,0.118246913,FALSE,200
pngwing.com,Arts & Entertainment,0.5084371567,Community Sites,0.4797822237,FALSE,200
savefrom.net,Computers & Technology,0.7155719399,Computers & Technology,0.6647581458,FALSE,200
sallysbakingaddiction.com,Restaurants & Dining,0.8945578337,Restaurants & Dining,0.6461439133,FALSE,200
public-api.com,,,,,TRUE,410
vidsrc.me,Arts & Entertainment,0.8769357204,Computers & Technology,0.1151428297,FALSE,200
lms.com,Government & Legal,0.7887647152,Financial Services,0.6527858973,FALSE,200
latendo.com,Arts & Entertainment,0.6806046963,Shopping,0.37372908,FALSE,200
sync-tm.net,,,,,TRUE,410
skipser.com,Education/Reference,0.3021981418,,,0,200
elsevier.com,Computers & Technology,0.1102218106,,,FALSE,200
dell.com,Computers & Technology,0.5052217245,Computers & Technology,0.1907610893,FALSE,200
arcadespot.com,Gaming,0.9478564262,Gaming,0.6834818125,FALSE,200
ukulele-tabs.com,Arts & Entertainment,1,Arts & Entertainment,0.8510403633,FALSE,200
ww4.org,,,,,FALSE,200
sojern.com,Advertising/Marketing,0.4306393862,Automotive & Transportation,0.3207990825,FALSE,200
shmoop.com,Education/Reference,0.7388499975,Education/Reference,0.3169836402,FALSE,200
disney.com,Travel,0.6310168505,Arts & Entertainment,0.6022126079,FALSE,200
juicyads.com,Adult,0.4830656946,Advertising/Marketing,0.3867622912,FALSE,200
score808pro.com,Arts & Entertainment,0.8607723117,Sports & Recreation,0.3803295493,FALSE,200
geo.com,,,,,FALSE,200
worldometers.info,Health & Medicine,0.7441757917,Education/Reference,0.2467594594,FALSE,200
explorefast-2.com,,,,,TRUE,410
3daimtrainer.com,Gaming,0.9567123652,Gaming,0.5322159529,FALSE,200
calendar-pa.clients6.google.com,,,,,TRUE,411
rb.gy,Computers & Technology,0.7136446834,Web-based Applications,0.1640478671,FALSE,200
readkakegurui.com,Arts & Entertainment,0.9960702658,Computers & Technology,0.1848850697,FALSE,200
quickmath.com,Science,0.9826930761,Education/Reference,0.5615205765,FALSE,200
hardwarezone.com.sg,News/Media,0.8371875882,Shopping,0.1938072294,FALSE,200
bricklink.com,Shopping,0.9019278288,,,FALSE,200
dropboxusercontent.com,,,,,TRUE,410
g123-queensblade.com,,,,,TRUE,410
ads.us.net,,,,,TRUE,410
lucid.app,Computers & Technology,0.9925562739,,,FALSE,200
manganet.club,Arts & Entertainment,0.9613727927,,,FALSE,200
footballizer.com,Sports & Recreation,0.6096378565,Sports & Recreation,0.6082851291,FALSE,200
readtokyorevengers.net,Arts & Entertainment,0.9929574728,Computers & Technology,0.2614343166,FALSE,200
quickdraw.com,Business,0.925739944,Business,0.7338178158,FALSE,200
rsc.org,Science,0.8823382854,Science,0.1805902421,FALSE,200
bard.com,Health & Medicine,0.3440135419,News/Media,0.2708238959,FALSE,200
calvinklein.com,Arts & Entertainment,0.7979204059,Shopping,0.428894639,FALSE,200
innisfree.com,Health & Medicine,0.7132557034,Health & Medicine,0.4428449273,FALSE,200
tandfonline.com,Education/Reference,0.777735889,Business,0.3201591372,FALSE,200
warthunder.com,Gaming,0.2593769431,Gaming,0.2563165724,FALSE,200
sammycheez.com,Gaming,0.5960934162,Gaming,0.4261855185,FALSE,200
digitalocean.com,Web-based Applications,0.8419802785,Web-based Applications,0.4480094314,FALSE,200
scuffedentertainment.com,Arts & Entertainment,0.8086556792,Arts & Entertainment,0.1556840837,FALSE,200
he.net,Financial Services,0.4296702743,Computers & Technology,0.2400556952,FALSE,200
streetdirectory.com,Education/Reference,0.8205546141,Education/Reference,0.2187086344,FALSE,200
playphrase.me,Arts & Entertainment,0.1903030872,Education/Reference,0.1269527972,FALSE,200
score808.world,,,,,TRUE,410
pinykimmo.digital,,,,,TRUE,410
sessionlab.com,Computers & Technology,0.9157428145,Business,0.4381067157,FALSE,200
seamlessaccess.org,Computers & Technology,0.1969237775,Computers & Technology,0.1005332321,FALSE,200
popin.cc,News/Media,0.2125837356,,,FALSE,200
store.google.com,Search Engines & Platforms,0.3271140456,Computers & Technology,0.1210301518,FALSE,200
verywellmind.com,Science,0.7357667685,Religion & Spirituality,0.6684647202,FALSE,200
ns.sg,Government & Legal,0.6105311513,Computers & Technology,0.1608285606,FALSE,200
geeksforgeeks.org,Computers & Technology,0.5914176106,Computers & Technology,0.5698417425,FALSE,200
mindstretcher.com,Education/Reference,0.7838314772,Education/Reference,0.316830039,FALSE,200
soocaips.com,,,,,TRUE,410
sethlui.com,Restaurants & Dining,0.3421497643,Social Networking,0.2455440909,FALSE,200
animetake28.stream,,,,,TRUE,410
snake.io,Gaming,0.8989058137,Gaming,0.8888576031,FALSE,200
briningkhalat.life,,,,,TRUE,410
transcend.io,Computers & Technology,0.6809769273,Computers & Technology,0.5836361051,FALSE,200
lkqd.net,Advertising/Marketing,0.5982018113,Computers & Technology,0.3034380078,FALSE,200
superphysics.sg,Education/Reference,0.9725990891,Science,0.4800135493,FALSE,200
yamaha.com,News/Media,0.4659109116,Automotive & Transportation,0.425142169,FALSE,200
glosbe.com,Education/Reference,0.8280987144,Education/Reference,0.7920569777,FALSE,200
ev.io,Financial Services,0.7841892242,Gaming,0.6139436364,FALSE,200
authognu.com,,,,,TRUE,410
mindmup.com,,,,,TRUE,0
sfa.gov.sg,Government & Legal,0.8932392597,Business,0.4504352808,FALSE,200
city-promo.com,Web-based Applications,0.1713131666,,,FALSE,200
latimes.com,News/Media,0.8008654118,News/Media,0.3823137879,FALSE,200
gg.gg,Computers & Technology,0.4482696354,Web-based Applications,0.151788339,FALSE,200
voicemod.net,Computers & Technology,0.7863804102,Arts & Entertainment,0.6954905391,0,200
estl.edu.sg,Education/Reference,0.7660754323,,,FALSE,200
map.army,Education/Reference,0.8446264863,Government & Legal,0.372187525,FALSE,200
quantummetric.com,Web-based Applications,0.8063866496,Computers & Technology,0.6010193229,FALSE,200
transitlink.com.sg,Automotive & Transportation,0.7246183157,Automotive & Transportation,0.3649873734,FALSE,200
ricemedia.co,Restaurants & Dining,0.4505410194,News/Media,0.1610557288,FALSE,200
calpoly.edu,Education/Reference,0.9057688713,,,FALSE,200
business.site,Search Engines & Platforms,0.3271140456,Computers & Technology,0.1210301518,FALSE,200
trackwilltrk.com,,,,,TRUE,410
emilylearning.com,Education/Reference,0.6147024632,Education/Reference,0.5823235512,FALSE,200
passwords.com,,,,,TRUE,410
playit-online.com,Gaming,0.9485919476,Gaming,0.838062644,FALSE,200
furry-paws.com,Pets & Animals,0.5821909904,Gaming,0.4985136092,FALSE,200
hadglb7m3jcd.top,Web-based Applications,0.1139171198,,,FALSE,200
wakwafinewtake.digital,,,,,TRUE,410
frazeryavapai.space,,,,,TRUE,410
varteledu.com,Computers & Technology,0.3580554724,,,FALSE,200
fuse-cloud.com,,,,,TRUE,410
pokvitsg.com,,,,,TRUE,411
filepicker.io,File Sharing/P2P,0.8518825173,Web-based Applications,0.3185636699,FALSE,200
howstuffworks.com,Education/Reference,0.5603829026,Education/Reference,0.270373553,FALSE,200
qr.io,Computers & Technology,0.4823588431,,,FALSE,200
resionsfrester.com,,,,,TRUE,411
lenskart.sg,Health & Medicine,0.7389854193,Shopping,0.4424613118,FALSE,200
kara.moe,Arts & Entertainment,0.6582547426,Arts & Entertainment,0.5539319515,FALSE,200
hornex.pro,Gaming,0.6172118187,Gaming,0.2604858577,FALSE,200
musicnotes.com,Arts & Entertainment,0.8665780425,,,FALSE,200
littlebigsnake.com,Gaming,0.5804412365,Gaming,0.4397665262,FALSE,200
forooqso.tv,,,,,TRUE,410
wcofun.org,Arts & Entertainment,0.5528757572,Arts & Entertainment,0.4893792868,FALSE,200
theindependent.sg,News/Media,0.8426491022,News/Media,0.4467162788,FALSE,200
noaa.gov,Science,0.7321921587,Science,0.7156232595,FALSE,200
koreanquiz.com,Arts & Entertainment,0.9090593457,Arts & Entertainment,0.8495370746,FALSE,200
dailytoolz.com,Computers & Technology,0.549566865,Computers & Technology,0.1405487806,FALSE,200
kayak.sg,Social Networking,0.1060158461,,,FALSE,200
focuselearning.co.uk,Computers & Technology,0.8303972483,Education/Reference,0.1278304756,FALSE,200
caculatorgeo.online,,,,,TRUE,410
scrabblewordfinder.org,Gaming,0.8067128658,Gaming,0.6515277028,FALSE,200
yaoiscan.com,Arts & Entertainment,0.9838127494,Computers & Technology,0.6556682587,FALSE,200
s3-zbstudent-media.s3-ap-southeast-1.com,,,,,TRUE,410
geometry-dash.io,Gaming,0.938888073,Gaming,0.8026481867,FALSE,200
h.com,Adult,0.1038328707,,,FALSE,200
smrt.com.sg,Automotive & Transportation,0.7272987366,Automotive & Transportation,0.5971735716,FALSE,200
headway-widget.net,Computers & Technology,0.2970893681,Computers & Technology,0.1452923417,FALSE,200
